,run_id,player_id,place,speedrun_time,is_verified,verify_date,submitted_date,examiner_id,timing_type,platform_id,platform_name,platform_released_year,is_level_cat,level_id,level_name,level_rules,game_id,category_id,cat_name,cat_rules,player_name,player_country,player_pronouns,player_signup_date,verify_shortDate,verify_day,verify_month,verify_year,verify_hour,submitted_shortDate,submitted_day,submitted_month,submitted_year,submitted_hour,player_signup_shortDate,player_signup_day,player_signup_month,player_signup_year,player_signup_hour
1551,y6dq4vpm,nan,246,98.451,True,2021-06-16 04:52:16,2021-06-16 04:52:16,zx7gd1yx,realtime,nzelkr6q,PlayStation 4,2013,True,592m4m3w,Dragon,nan,mce,5dw43j0k,Time Attack,"- Top 100 runs require video proof. - If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef - Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't. - It's suggested to also include the last reset before the actual run - Time goes by the in-game timer - Split-Screen runs are not allowed - No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.",nan,nan,nan,2023-04-20 02:49:08,2021-06-16,16.0,6.0,2021.0,4.0,2021-06-16,16,6,2021,4,2023-04-20,20,4,2023,2
1552,z0rx4dez,nan,247,98.499,True,2021-06-16 04:52:10,2021-06-16 04:52:10,zx7gd1yx,realtime,nzelkr6q,PlayStation 4,2013,True,592m4m3w,Dragon,nan,mce,5dw43j0k,Time Attack,"- Top 100 runs require video proof. - If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef - Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't. - It's suggested to also include the last reset before the actual run - Time goes by the in-game timer - Split-Screen runs are not allowed - No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.",nan,nan,nan,2023-04-20 02:49:08,2021-06-16,16.0,6.0,2021.0,4.0,2021-06-16,16,6,2021,4,2023-04-20,20,4,2023,2
1553,y2xk429m,nan,248,98.513,True,2021-06-16 04:52:06,2021-06-16 04:52:06,zx7gd1yx,realtime,nzelkr6q,PlayStation 4,2013,True,592m4m3w,Dragon,nan,mce,5dw43j0k,Time Attack,"- Top 100 runs require video proof. - If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef - Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't. - It's suggested to also include the last reset before the actual run - Time goes by the in-game timer - Split-Screen runs are not allowed - No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.",nan,nan,nan,2023-04-20 02:49:08,2021-06-16,16.0,6.0,2021.0,4.0,2021-06-16,16,6,2021,4,2023-04-20,20,4,2023,2
1554,zq1dodxm,nan,249,98.55,True,2021-06-16 04:52:01,2021-06-16 04:52:01,zx7gd1yx,realtime,nzelkr6q,PlayStation 4,2013,True,592m4m3w,Dragon,nan,mce,5dw43j0k,Time Attack,"- Top 100 runs require video proof. - If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef - Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't. - It's suggested to also include the last reset before the actual run - Time goes by the in-game timer - Split-Screen runs are not allowed - No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.",nan,nan,nan,2023-04-20 02:49:08,2021-06-16,16.0,6.0,2021.0,4.0,2021-06-16,16,6,2021,4,2023-04-20,20,4,2023,2
1555,y4rk4kdz,nan,250,98.551,True,2021-06-16 04:51:57,2021-06-16 04:51:57,zx7gd1yx,realtime,nzelkr6q,PlayStation 4,2013,True,592m4m3w,Dragon,nan,mce,5dw43j0k,Time Attack,"- Top 100 runs require video proof. - If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef - Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't. - It's suggested to also include the last reset before the actual run - Time goes by the in-game timer - Split-Screen runs are not allowed - No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.",nan,nan,nan,2023-04-20 02:49:08,2021-06-16,16.0,6.0,2021.0,4.0,2021-06-16,16,6,2021,4,2023-04-20,20,4,2023,2
1556,z5rk4kny,nan,251,98.568,True,2021-06-16 04:51:52,2021-06-16 04:51:52,zx7gd1yx,realtime,nzelkr6q,PlayStation 4,2013,True,592m4m3w,Dragon,nan,mce,5dw43j0k,Time Attack,"- Top 100 runs require video proof. - If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef - Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't. - It's suggested to also include the last reset before the actual run - Time goes by the in-game timer - Split-Screen runs are not allowed - No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.",nan,nan,nan,2023-04-20 02:49:08,2021-06-16,16.0,6.0,2021.0,4.0,2021-06-16,16,6,2021,4,2023-04-20,20,4,2023,2
1557,zxgwrw5y,nan,252,98.6,True,2021-06-16 04:51:47,2021-06-16 04:51:47,zx7gd1yx,realtime,nzelkr6q,PlayStation 4,2013,True,592m4m3w,Dragon,nan,mce,5dw43j0k,Time Attack,"- Top 100 runs require video proof. - If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef - Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't. - It's suggested to also include the last reset before the actual run - Time goes by the in-game timer - Split-Screen runs are not allowed - No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.",nan,nan,nan,2023-04-20 02:49:08,2021-06-16,16.0,6.0,2021.0,4.0,2021-06-16,16,6,2021,4,2023-04-20,20,4,2023,2
1558,mr12p2dz,nan,253,98.603,True,2021-06-16 04:51:42,2021-06-16 04:51:42,zx7gd1yx,realtime,nzelkr6q,PlayStation 4,2013,True,592m4m3w,Dragon,nan,mce,5dw43j0k,Time Attack,"- Top 100 runs require video proof. - If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef - Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't. - It's suggested to also include the last reset before the actual run - Time goes by the in-game timer - Split-Screen runs are not allowed - No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.",nan,nan,nan,2023-04-20 02:49:08,2021-06-16,16.0,6.0,2021.0,4.0,2021-06-16,16,6,2021,4,2023-04-20,20,4,2023,2
1559,m7d343em,nan,254,98.814,True,2021-06-16 04:51:37,2021-06-16 04:51:37,zx7gd1yx,realtime,nzelkr6q,PlayStation 4,2013,True,592m4m3w,Dragon,nan,mce,5dw43j0k,Time Attack,"- Top 100 runs require video proof. - If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef - Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't. - It's suggested to also include the last reset before the actual run - Time goes by the in-game timer - Split-Screen runs are not allowed - No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.",nan,nan,nan,2023-04-20 02:49:08,2021-06-16,16.0,6.0,2021.0,4.0,2021-06-16,16,6,2021,4,2023-04-20,20,4,2023,2
1560,mkgqnq1y,nan,255,99.024,True,2021-06-16 04:51:33,2021-06-16 04:51:33,zx7gd1yx,realtime,nzelkr6q,PlayStation 4,2013,True,592m4m3w,Dragon,nan,mce,5dw43j0k,Time Attack,"- Top 100 runs require video proof. - If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef - Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't. - It's suggested to also include the last reset before the actual run - Time goes by the in-game timer - Split-Screen runs are not allowed - No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.",nan,nan,nan,2023-04-20 02:49:08,2021-06-16,16.0,6.0,2021.0,4.0,2021-06-16,16,6,2021,4,2023-04-20,20,4,2023,2
1561,z1rk4k9m,nan,256,99.051,True,2021-06-16 04:51:27,2021-06-16 04:51:27,zx7gd1yx,realtime,nzelkr6q,PlayStation 4,2013,True,592m4m3w,Dragon,nan,mce,5dw43j0k,Time Attack,"- Top 100 runs require video proof. - If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef - Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't. - It's suggested to also include the last reset before the actual run - Time goes by the in-game timer - Split-Screen runs are not allowed - No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.",nan,nan,nan,2023-04-20 02:49:08,2021-06-16,16.0,6.0,2021.0,4.0,2021-06-16,16,6,2021,4,2023-04-20,20,4,2023,2
1562,y99kqkky,nan,257,99.101,True,2021-06-16 04:51:23,2021-06-16 04:51:23,zx7gd1yx,realtime,nzelkr6q,PlayStation 4,2013,True,592m4m3w,Dragon,nan,mce,5dw43j0k,Time Attack,"- Top 100 runs require video proof. - If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef - Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't. - It's suggested to also include the last reset before the actual run - Time goes by the in-game timer - Split-Screen runs are not allowed - No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.",nan,nan,nan,2023-04-20 02:49:08,2021-06-16,16.0,6.0,2021.0,4.0,2021-06-16,16,6,2021,4,2023-04-20,20,4,2023,2
1563,zp1pepgz,nan,258,99.2,True,2021-06-16 04:51:14,2021-06-16 04:51:14,zx7gd1yx,realtime,nzelkr6q,PlayStation 4,2013,True,592m4m3w,Dragon,nan,mce,5dw43j0k,Time Attack,"- Top 100 runs require video proof. - If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef - Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't. - It's suggested to also include the last reset before the actual run - Time goes by the in-game timer - Split-Screen runs are not allowed - No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.",nan,nan,nan,2023-04-20 02:49:08,2021-06-16,16.0,6.0,2021.0,4.0,2021-06-16,16,6,2021,4,2023-04-20,20,4,2023,2
1564,ydr2x2jz,nan,258,99.2,True,2021-06-16 04:51:18,2021-06-16 04:51:18,zx7gd1yx,realtime,nzelkr6q,PlayStation 4,2013,True,592m4m3w,Dragon,nan,mce,5dw43j0k,Time Attack,"- Top 100 runs require video proof. - If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef - Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't. - It's suggested to also include the last reset before the actual run - Time goes by the in-game timer - Split-Screen runs are not allowed - No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.",nan,nan,nan,2023-04-20 02:49:08,2021-06-16,16.0,6.0,2021.0,4.0,2021-06-16,16,6,2021,4,2023-04-20,20,4,2023,2
1565,yo7ogodm,nan,260,99.223,True,2021-06-16 04:51:09,2021-06-16 04:51:09,zx7gd1yx,realtime,nzelkr6q,PlayStation 4,2013,True,592m4m3w,Dragon,nan,mce,5dw43j0k,Time Attack,"- Top 100 runs require video proof. - If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef - Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't. - It's suggested to also include the last reset before the actual run - Time goes by the in-game timer - Split-Screen runs are not allowed - No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.",nan,nan,nan,2023-04-20 02:49:08,2021-06-16,16.0,6.0,2021.0,4.0,2021-06-16,16,6,2021,4,2023-04-20,20,4,2023,2
1566,me70503y,nan,261,99.3,True,2021-06-16 04:51:05,2021-06-16 04:51:05,zx7gd1yx,realtime,nzelkr6q,PlayStation 4,2013,True,592m4m3w,Dragon,nan,mce,5dw43j0k,Time Attack,"- Top 100 runs require video proof. - If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef - Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't. - It's suggested to also include the last reset before the actual run - Time goes by the in-game timer - Split-Screen runs are not allowed - No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.",nan,nan,nan,2023-04-20 02:49:08,2021-06-16,16.0,6.0,2021.0,4.0,2021-06-16,16,6,2021,4,2023-04-20,20,4,2023,2
1567,zgg808dz,nan,262,99.302,True,2021-06-16 04:51:00,2021-06-16 04:51:00,zx7gd1yx,realtime,nzelkr6q,PlayStation 4,2013,True,592m4m3w,Dragon,nan,mce,5dw43j0k,Time Attack,"- Top 100 runs require video proof. - If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef - Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't. - It's suggested to also include the last reset before the actual run - Time goes by the in-game timer - Split-Screen runs are not allowed - No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.",nan,nan,nan,2023-04-20 02:49:08,2021-06-16,16.0,6.0,2021.0,4.0,2021-06-16,16,6,2021,4,2023-04-20,20,4,2023,2
1568,ylqlwlrz,nan,263,99.349,True,2021-06-16 04:50:56,2021-06-16 04:50:56,zx7gd1yx,realtime,nzelkr6q,PlayStation 4,2013,True,592m4m3w,Dragon,nan,mce,5dw43j0k,Time Attack,"- Top 100 runs require video proof. - If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef - Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't. - It's suggested to also include the last reset before the actual run - Time goes by the in-game timer - Split-Screen runs are not allowed - No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.",nan,nan,nan,2023-04-20 02:49:08,2021-06-16,16.0,6.0,2021.0,4.0,2021-06-16,16,6,2021,4,2023-04-20,20,4,2023,2
1569,yjgwvwgy,nan,264,99.35,True,2021-06-16 04:50:51,2021-06-16 04:50:51,zx7gd1yx,realtime,nzelkr6q,PlayStation 4,2013,True,592m4m3w,Dragon,nan,mce,5dw43j0k,Time Attack,"- Top 100 runs require video proof. - If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef - Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't. - It's suggested to also include the last reset before the actual run - Time goes by the in-game timer - Split-Screen runs are not allowed - No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.",nan,nan,nan,2023-04-20 02:49:08,2021-06-16,16.0,6.0,2021.0,4.0,2021-06-16,16,6,2021,4,2023-04-20,20,4,2023,2
1570,ywqn7n0y,nan,265,99.399,True,2021-06-16 04:50:46,2021-06-16 04:50:46,zx7gd1yx,realtime,nzelkr6q,PlayStation 4,2013,True,592m4m3w,Dragon,nan,mce,5dw43j0k,Time Attack,"- Top 100 runs require video proof. - If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef - Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't. - It's suggested to also include the last reset before the actual run - Time goes by the in-game timer - Split-Screen runs are not allowed - No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.",nan,nan,nan,2023-04-20 02:49:08,2021-06-16,16.0,6.0,2021.0,4.0,2021-06-16,16,6,2021,4,2023-04-20,20,4,2023,2
1571,zn1ele3m,nan,266,99.402,True,2021-06-16 04:50:42,2021-06-16 04:50:42,zx7gd1yx,realtime,nzelkr6q,PlayStation 4,2013,True,592m4m3w,Dragon,nan,mce,5dw43j0k,Time Attack,"- Top 100 runs require video proof. - If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef - Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't. - It's suggested to also include the last reset before the actual run - Time goes by the in-game timer - Split-Screen runs are not allowed - No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.",nan,nan,nan,2023-04-20 02:49:08,2021-06-16,16.0,6.0,2021.0,4.0,2021-06-16,16,6,2021,4,2023-04-20,20,4,2023,2
1572,y8dk4k1z,nan,267,99.404,True,2021-06-16 04:50:37,2021-06-16 04:50:37,zx7gd1yx,realtime,nzelkr6q,PlayStation 4,2013,True,592m4m3w,Dragon,nan,mce,5dw43j0k,Time Attack,"- Top 100 runs require video proof. - If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef - Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't. - It's suggested to also include the last reset before the actual run - Time goes by the in-game timer - Split-Screen runs are not allowed - No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.",nan,nan,nan,2023-04-20 02:49:08,2021-06-16,16.0,6.0,2021.0,4.0,2021-06-16,16,6,2021,4,2023-04-20,20,4,2023,2
1573,y6dq4qpm,nan,268,99.429,True,2021-06-16 04:50:31,2021-06-16 04:50:31,zx7gd1yx,realtime,nzelkr6q,PlayStation 4,2013,True,592m4m3w,Dragon,nan,mce,5dw43j0k,Time Attack,"- Top 100 runs require video proof. - If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef - Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't. - It's suggested to also include the last reset before the actual run - Time goes by the in-game timer - Split-Screen runs are not allowed - No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.",nan,nan,nan,2023-04-20 02:49:08,2021-06-16,16.0,6.0,2021.0,4.0,2021-06-16,16,6,2021,4,2023-04-20,20,4,2023,2
1574,y2xk4k9m,nan,269,99.45,True,2021-06-16 04:50:26,2021-06-16 04:50:26,zx7gd1yx,realtime,nzelkr6q,PlayStation 4,2013,True,592m4m3w,Dragon,nan,mce,5dw43j0k,Time Attack,"- Top 100 runs require video proof. - If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef - Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't. - It's suggested to also include the last reset before the actual run - Time goes by the in-game timer - Split-Screen runs are not allowed - No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.",nan,nan,nan,2023-04-20 02:49:08,2021-06-16,16.0,6.0,2021.0,4.0,2021-06-16,16,6,2021,4,2023-04-20,20,4,2023,2
1575,y6dq421m,nan,270,99.6,True,2021-06-16 04:50:20,2021-06-16 04:50:20,zx7gd1yx,realtime,nzelkr6q,PlayStation 4,2013,True,592m4m3w,Dragon,nan,mce,5dw43j0k,Time Attack,"- Top 100 runs require video proof. - If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef - Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't. - It's suggested to also include the last reset before the actual run - Time goes by the in-game timer - Split-Screen runs are not allowed - No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.",nan,nan,nan,2023-04-20 02:49:08,2021-06-16,16.0,6.0,2021.0,4.0,2021-06-16,16,6,2021,4,2023-04-20,20,4,2023,2
1576,z0rx4j4z,nan,271,99.699,True,2021-06-16 04:50:14,2021-06-16 04:50:14,zx7gd1yx,realtime,nzelkr6q,PlayStation 4,2013,True,592m4m3w,Dragon,nan,mce,5dw43j0k,Time Attack,"- Top 100 runs require video proof. - If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef - Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't. - It's suggested to also include the last reset before the actual run - Time goes by the in-game timer - Split-Screen runs are not allowed - No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.",nan,nan,nan,2023-04-20 02:49:08,2021-06-16,16.0,6.0,2021.0,4.0,2021-06-16,16,6,2021,4,2023-04-20,20,4,2023,2
1577,y2xk4g6m,nan,272,99.75,True,2021-06-16 04:50:09,2021-06-16 04:50:09,zx7gd1yx,realtime,nzelkr6q,PlayStation 4,2013,True,592m4m3w,Dragon,nan,mce,5dw43j0k,Time Attack,"- Top 100 runs require video proof. - If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef - Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't. - It's suggested to also include the last reset before the actual run - Time goes by the in-game timer - Split-Screen runs are not allowed - No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.",nan,nan,nan,2023-04-20 02:49:08,2021-06-16,16.0,6.0,2021.0,4.0,2021-06-16,16,6,2021,4,2023-04-20,20,4,2023,2
1578,y4rk4onz,nan,273,99.753,True,2021-06-16 04:50:04,2021-06-16 04:50:04,zx7gd1yx,realtime,nzelkr6q,PlayStation 4,2013,True,592m4m3w,Dragon,nan,mce,5dw43j0k,Time Attack,"- Top 100 runs require video proof. - If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef - Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't. - It's suggested to also include the last reset before the actual run - Time goes by the in-game timer - Split-Screen runs are not allowed - No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.",nan,nan,nan,2023-04-20 02:49:08,2021-06-16,16.0,6.0,2021.0,4.0,2021-06-16,16,6,2021,4,2023-04-20,20,4,2023,2
1579,m3rk4qwm,nan,274,99.8,True,2021-06-16 04:49:59,2021-06-16 04:49:59,zx7gd1yx,realtime,nzelkr6q,PlayStation 4,2013,True,592m4m3w,Dragon,nan,mce,5dw43j0k,Time Attack,"- Top 100 runs require video proof. - If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef - Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't. - It's suggested to also include the last reset before the actual run - Time goes by the in-game timer - Split-Screen runs are not allowed - No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.",nan,nan,nan,2023-04-20 02:49:08,2021-06-16,16.0,6.0,2021.0,4.0,2021-06-16,16,6,2021,4,2023-04-20,20,4,2023,2
1580,z5rk4pgy,nan,275,99.806,True,2021-06-16 04:49:54,2021-06-16 04:49:54,zx7gd1yx,realtime,nzelkr6q,PlayStation 4,2013,True,592m4m3w,Dragon,nan,mce,5dw43j0k,Time Attack,"- Top 100 runs require video proof. - If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef - Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't. - It's suggested to also include the last reset before the actual run - Time goes by the in-game timer - Split-Screen runs are not allowed - No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.",nan,nan,nan,2023-04-20 02:49:08,2021-06-16,16.0,6.0,2021.0,4.0,2021-06-16,16,6,2021,4,2023-04-20,20,4,2023,2
1581,zxgwr3qy,nan,276,99.816,True,2021-06-16 04:49:50,2021-06-16 04:49:50,zx7gd1yx,realtime,nzelkr6q,PlayStation 4,2013,True,592m4m3w,Dragon,nan,mce,5dw43j0k,Time Attack,"- Top 100 runs require video proof. - If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef - Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't. - It's suggested to also include the last reset before the actual run - Time goes by the in-game timer - Split-Screen runs are not allowed - No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.",nan,nan,nan,2023-04-20 02:49:08,2021-06-16,16.0,6.0,2021.0,4.0,2021-06-16,16,6,2021,4,2023-04-20,20,4,2023,2
1582,mr12pl2z,nan,277,99.868,True,2021-06-16 04:49:45,2021-06-16 04:49:45,zx7gd1yx,realtime,nzelkr6q,PlayStation 4,2013,True,592m4m3w,Dragon,nan,mce,5dw43j0k,Time Attack,"- Top 100 runs require video proof. - If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef - Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't. - It's suggested to also include the last reset before the actual run - Time goes by the in-game timer - Split-Screen runs are not allowed - No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.",nan,nan,nan,2023-04-20 02:49:08,2021-06-16,16.0,6.0,2021.0,4.0,2021-06-16,16,6,2021,4,2023-04-20,20,4,2023,2
1583,m7d3400m,nan,278,99.887,True,2021-06-16 04:49:41,2021-06-16 04:49:41,zx7gd1yx,realtime,nzelkr6q,PlayStation 4,2013,True,592m4m3w,Dragon,nan,mce,5dw43j0k,Time Attack,"- Top 100 runs require video proof. - If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef - Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't. - It's suggested to also include the last reset before the actual run - Time goes by the in-game timer - Split-Screen runs are not allowed - No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.",nan,nan,nan,2023-04-20 02:49:08,2021-06-16,16.0,6.0,2021.0,4.0,2021-06-16,16,6,2021,4,2023-04-20,20,4,2023,2
1584,mkgqn0vy,nan,279,99.899,True,2021-06-16 04:49:36,2021-06-16 04:49:36,zx7gd1yx,realtime,nzelkr6q,PlayStation 4,2013,True,592m4m3w,Dragon,nan,mce,5dw43j0k,Time Attack,"- Top 100 runs require video proof. - If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef - Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't. - It's suggested to also include the last reset before the actual run - Time goes by the in-game timer - Split-Screen runs are not allowed - No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.",nan,nan,nan,2023-04-20 02:49:08,2021-06-16,16.0,6.0,2021.0,4.0,2021-06-16,16,6,2021,4,2023-04-20,20,4,2023,2
1585,z1rk4lgm,nan,280,99.9,True,2021-06-16 04:49:32,2021-06-16 04:49:32,zx7gd1yx,realtime,nzelkr6q,PlayStation 4,2013,True,592m4m3w,Dragon,nan,mce,5dw43j0k,Time Attack,"- Top 100 runs require video proof. - If a video contains two or more runs, you MUST include the specific timestamp in the link, as shown here: https://imgur.com/JODMVef - Video proof must include the entire run (from 0.00 to the moment when the finish line is crossed), adding music is allowed, but cuts and effects aren't. - It's suggested to also include the last reset before the actual run - Time goes by the in-game timer - Split-Screen runs are not allowed - No map-loading, timer delaying/manipulating, or unintentionally programmed speed-increasing glitches are permitted.",nan,nan,nan,2023-04-20 02:49:08,2021-06-16,16.0,6.0,2021.0,4.0,2021-06-16,16,6,2021,4,2023-04-20,20,4,2023,2
